"año","CIF","CMUN","CMUNXL","DEGURBA","Eco_Afiliados_Tem_Porc_Resid","Eco_Afiliados_Total","Eco_Cap_Nec_Financ","Eco_Contratos_Indef","Eco_Contratos_Temp","Eco_Contratos_Total","Eco_Distrib_Renta_P80_20","Eco_Energ_Elect_PC","Eco_Establec_Hotel","Eco_Imp_Saldo_Nfinanc","Eco_Ind_RDBM_PC","Eco_Indice_Gini","Eco_Paro_100","Eco_Paro_Porc_Evol","Eco_PBI_municipal_pc","Eco_Pre_Deuda_Viva","Eco_Pre_Gastos_Liquidados","Eco_Pre_Ingresos_Liquidados","Eco_Renta_Neta_Media_PP","Eco_Uds_Productivas","Entidad","MA_Incendios","MA_Pelig_Incend_AltoExt","MA_Sup_Forestal_Arbol","MA_Sup_Forestal_Desarb","MA_Sup_Forestal_Total","MA_Sup_Protegida","MA_Sup_quemada","Municipio","NATCODE","Pob_Crecim_Relativo","Pob_Dependencia","Pob_Edad_Media","Pob_Empadronada","Pob_Empadronada_H","Pob_Empadronada_M","Pob_Envejecimiento","Pob_EV_65_H","Pob_EV_65_M","Pob_EV_65_Total","Pob_EV_H","Pob_EV_M","Pob_EV_Total","Pob_Grupo","Pob_Juventud","Pob_Saldo_Migratorio","Soc_Bibliot_públicas","Soc_Bienes_Cult","Soc_Cines_Proy","Soc_Ed_Bachiller","Soc_Ed_Cent_Priv_NoUni","Soc_Ed_Cent_Pub_NoUni","Soc_Ed_CiclosFormat","Soc_Ed_ESO","Soc_Ed_Especial","Soc_Ed_Infantil","Soc_Ed_Primaria","Soc_Ent_Credito","Soc_Mov_Auto_T","Soc_Mov_Est_Cercan","Soc_Mov_Gasolin","Soc_Mov_Hosp_T","Soc_Mov_Lin_Autob","Soc_Mov_Muni_5000_T","Soc_Mov_Turismos_Pub","Soc_Salud_Ambul","Soc_Salud_CentrosS","Soc_Salud_Consult","Soc_Salud_Def_Otras","Soc_Salud_Def_SistCirc","Soc_Salud_Def_SistResp","Soc_Salud_Def_Tumor","Soc_Salud_Discapacidad","Soc_Salud_Farmacia","Soc_Serv_Social_Centros","Soc_Teatros","Soc_Vivienda_Libre","Superficie","Terr_Zonas_Estad_CM"
"2015","P2801900H","019","28019","3-Rural",22,559,"Cumple",80,84.31,510,2.5,2174.15,1,86167.83,10914.05,27.5,9.35,-1.33,21351,10.46,919.78,1000.44,9366,NA,"Belmonte de Tajo",NA,NA,NA,NA,NA,0,NA,"Belmonte de Tajo","34132828019",2.14,2.14,40.85,1625,848,777,16.68,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",15.32,-10,0,0,0,0,0,2,0,0,0,2,1,NA,5.457,0,NA,NA,3,5.12,1,6,0,1,43.48,34.78,8.7,13.04,90,1,1,NA,NA,24.09,"SUDESTE COMUNIDAD"
"2016","P2801900H","019","28019","3-Rural",23.22,577,"Cumple",43,89.17,397,2.4,2404.36,1,-26510.61,11264.58,26.7,9.1,-0.26,20727,6.85,1020.41,988.4,9739,143,"Belmonte de Tajo",NA,NA,NA,NA,NA,0,NA,"Belmonte de Tajo","34132828019",-1.23,-1.23,41.11,1605,838,767,16.51,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",15.45,6,0,0,0,0,0,2,0,0,0,2,1,1,5.457,0,NA,NA,3,5.12,1,6,0,1,45.45,36.36,0,18.18,95,1,1,NA,NA,24.09,"SUDESTE COMUNIDAD"
"2017","P2801900H","019","28019","3-Rural",26.51,630,"Cumple",37,89.78,362,2.2,2306.51,1,339058.07,11530.93,25.9,6.39,-2.71,21875,3.69,1010.72,1345.3,9931,160,"Belmonte de Tajo",NA,NA,NA,NA,NA,0,NA,"Belmonte de Tajo","34132828019",1.43,1.43,41.58,1628,854,774,16.77,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",14.93,10,0,0,0,0,0,3,0,0,0,3,1,1,5.457,0,0,NA,3,5.12,1,6,0,1,26.92,30.77,26.92,15.38,99,1,1,NA,NA,24.09,"SUDESTE COMUNIDAD"
"2018","P2801900H","019","28019","3-Rural",25.23,642,"NO CUMPLE",96,84.47,618,2.2,2468.96,1,-131065.35,11536.83,25.8,6.52,0.13,21463,0,1168.89,1032.33,10559,157,"Belmonte de Tajo",NA,NA,NA,NA,NA,0,NA,"Belmonte de Tajo","34132828019",-0.06,-0.06,41.72,1627,861,766,16.66,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",15,41,0,0,0,0,0,3,0,0,0,3,1,1,5.457,0,0,NA,3,5.12,1,6,0,1,35.29,29.41,17.65,17.65,99,1,1,0,NA,24.09,"SUDESTE COMUNIDAD"
"2019","P2801900H","019","28019","3-Rural",25.19,647,"Cumple",73,81.61,397,2.3,2311.9,1,63078.71,NA,25.3,6.55,0.04,22864,0,1268.81,1331.88,10736,156,"Belmonte de Tajo",NA,NA,NA,NA,NA,0,NA,"Belmonte de Tajo","34132828019",2.27,2.27,41.9,1664,865,799,16.65,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",14.54,19,0,0,0,0,0,3,0,0,0,3,1,1,5.457,0,NA,NA,3,5.12,1,9,0,1,15.38,46.15,15.38,23.08,106,1,1,0,NA,24.09,"SUDESTE COMUNIDAD"
"2019(P)","P2801900H","019","28019","3-Rural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12008.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belmonte de Tajo",NA,NA,NA,NA,NA,0,NA,"Belmonte de Tajo","34132828019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.457,NA,NA,NA,NA,5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.09,"SUDESTE COMUNIDAD"
"2020","P2801900H","019","28019","3-Rural",23.73,649,"Capacidad de financiación",67,95.95,1654,2.3,2312.54,1,215688.96,10724.76,26.9,7.19,0.64,NA,0,1336.89,1552.58,10875,149,"Belmonte de Tajo",NA,NA,NA,NA,NA,0,NA,"Belmonte de Tajo","34132828019",1.14,1.14,41.88,1683,869,814,16.7,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",15.27,82,0,0,0,0,0,3,0,0,0,3,1,1,5.457,0,0,NA,3,5.12,NA,NA,0,1,28.57,28.57,14.29,28.57,107,1,1,0,NA,24.09,"SUDESTE COMUNIDAD"
"2021","P2801900H","019","28019","3-Rural",24.33,670,"Capacidad de financiación",94,87.28,739,NA,2222.73,1,146237.84,NA,NA,6.85,-0.34,NA,0,1866.84,2013.08,NA,148,"Belmonte de Tajo",NA,NA,NA,NA,NA,0,NA,"Belmonte de Tajo","34132828019",4.04,4.04,42.19,1751,902,849,17.36,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",15.25,41,0,0,0,0,0,3,0,0,0,3,1,1,5.457,0,0,NA,3,5.12,NA,NA,0,1,57.14,14.29,4.76,23.81,107,1,1,0,NA,24.09,"SUDESTE COMUNIDAD"
"2022","P2801900H","019","28019","3-Rural",21.58,672,NA,226,66.76,680,NA,2058.79,1,NA,NA,NA,6.56,NA,NA,NA,NA,NA,NA,142,"Belmonte de Tajo",0,"32.0881532083333",16.3687705208278,6.52303802864626,22.8918085494741,0,0,"Belmonte de Tajo","34132828019",1.03,1.03,NA,1769,910,859,17.81,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",15.15,NA,0,NA,0,0,NA,NA,0,0,0,2,1,NA,5.457,NA,NA,24.463,NA,5.12,NA,NA,0,1,NA,NA,NA,NA,NA,1,1,NA,NA,24.09,"SUDESTE COMUNIDAD"
"2023","P2801900H","019","28019","3-Rural",14.66,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belmonte de Tajo",NA,NA,NA,NA,NA,NA,NA,NA,"34132828019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","P2802000F","021","28021","3-Rural",NA,NA,NA,NA,NA,NA,NA,9736.53,NA,NA,10875.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berrueco (El)",NA,NA,NA,NA,NA,10.5826580935534,NA,"El Berrueco","34132828021",NA,NA,44.38,334,178,156,26.05,NA,NA,NA,NA,NA,NA,"251-500 hab.",10.18,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.446,0,NA,NA,4,15.966,0,0,NA,NA,NA,16.67,16.67,33.33,NA,NA,NA,NA,NA,28.43,"SIERRA NORTE"
"2002","P2802000F","021","28021","3-Rural",NA,NA,NA,NA,NA,NA,NA,7355.5,NA,NA,11269.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berrueco (El)",NA,NA,NA,NA,NA,10.5826580935534,NA,"El Berrueco","34132828021",NA,NA,43.17,391,211,180,23.53,NA,NA,NA,NA,NA,NA,"251-500 hab.",11.76,43,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,4.446,0,NA,NA,3,15.966,0,0,NA,NA,NA,0,33.33,66.67,NA,NA,NA,NA,NA,28.43,"SIERRA NORTE"
"2003","P2802000F","021","28021","3-Rural",NA,NA,NA,NA,NA,NA,NA,6485.96,NA,NA,11733.17,NA,NA,NA,NA,NA,1192.02,1265.76,NA,NA,"Berrueco (El)",NA,NA,NA,NA,NA,10.5826580935534,NA,"El Berrueco","34132828021",NA,NA,40.22,463,228,235,20.73,NA,NA,NA,NA,NA,NA,"251-500 hab.",15.55,2,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,4.446,0,NA,NA,4,15.966,0,0,NA,NA,NA,33.33,16.67,16.67,NA,NA,NA,NA,NA,28.43,"SIERRA NORTE"
"2004","P2802000F","021","28021","3-Rural",NA,NA,NA,NA,NA,NA,NA,5175.37,NA,NA,12002.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berrueco (El)",NA,NA,NA,NA,NA,10.5826580935534,NA,"El Berrueco","34132828021",3.46,3.46,41.77,479,252,227,22.96,NA,NA,NA,NA,NA,NA,"251-500 hab.",15.03,38,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,4.446,0,NA,NA,4,15.966,0,0,NA,NA,NA,60,0,20,NA,NA,NA,NA,NA,28.43,"SIERRA NORTE"
"2005","P2802000F","021","28021","3-Rural",NA,NA,NA,NA,NA,NA,NA,4723.68,NA,NA,12475.25,NA,NA,NA,NA,NA,1130.09,1215.85,NA,NA,"Berrueco (El)",NA,NA,NA,NA,NA,10.5826580935534,NA,"El Berrueco","34132828021",11.1,11.1,40.44,532,282,250,17.86,NA,NA,NA,NA,NA,NA,"501-1.000 hab.",12.59,18,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,4.446,0,NA,NA,4,15.966,0,0,NA,NA,NA,40,40,20,NA,NA,NA,NA,NA,28.43,"SIERRA NORTE"
"2006","P2802000F","021","28021","3-Rural",NA,NA,NA,30,88.14,253,NA,5062.62,NA,NA,12972.22,NA,NA,NA,NA,NA,1038.78,1168.04,NA,NA,"Berrueco (El)",NA,NA,NA,NA,NA,10.5826580935534,NA,"El Berrueco","34132828021",2.1,2.1,40.38,543,283,260,17.13,NA,NA,NA,NA,NA,NA,"501-1.000 hab.",13.08,39,0,NA,NA,0,0,1,0,0,0,1,0,NA,4.446,0,NA,NA,4,15.966,0,0,NA,NA,NA,50,0,0,NA,NA,NA,NA,NA,28.43,"SIERRA NORTE"
"2007","P2802000F","021","28021","3-Rural",NA,NA,NA,87,72.29,314,NA,4966.1,NA,NA,13430.83,NA,3.39,NA,NA,NA,1230.42,1406.08,NA,NA,"Berrueco (El)",NA,NA,NA,NA,NA,10.5826580935534,NA,"El Berrueco","34132828021",8.66,8.66,39.99,590,314,276,17.12,NA,NA,NA,NA,NA,NA,"501-1.000 hab.",15.25,13,0,1,NA,0,0,1,0,0,0,1,0,NA,4.446,0,NA,NA,2,15.966,0,0,NA,NA,NA,55.56,0,0,NA,NA,NA,NA,NA,28.43,"SIERRA NORTE"
