"año","CIF","CMUN","CMUNXL","DEGURBA","Eco_Afiliados_Tem_Porc_Resid","Eco_Afiliados_Total","Eco_Cap_Nec_Financ","Eco_Contratos_Indef","Eco_Contratos_Temp","Eco_Contratos_Total","Eco_Distrib_Renta_P80_20","Eco_Energ_Elect_PC","Eco_Establec_Hotel","Eco_Imp_Saldo_Nfinanc","Eco_Ind_RDBM_PC","Eco_Indice_Gini","Eco_Paro_100","Eco_Paro_Porc_Evol","Eco_PBI_municipal_pc","Eco_Pre_Deuda_Viva","Eco_Pre_Gastos_Liquidados","Eco_Pre_Ingresos_Liquidados","Eco_Renta_Neta_Media_PP","Eco_Uds_Productivas","Entidad","MA_Incendios","MA_Pelig_Incend_AltoExt","MA_Sup_Forestal_Arbol","MA_Sup_Forestal_Desarb","MA_Sup_Forestal_Total","MA_Sup_Protegida","MA_Sup_quemada","Municipio","NATCODE","Pob_Crecim_Relativo","Pob_Dependencia","Pob_Edad_Media","Pob_Empadronada","Pob_Empadronada_H","Pob_Empadronada_M","Pob_Envejecimiento","Pob_EV_65_H","Pob_EV_65_M","Pob_EV_65_Total","Pob_EV_H","Pob_EV_M","Pob_EV_Total","Pob_Grupo","Pob_Juventud","Pob_Saldo_Migratorio","Soc_Bibliot_públicas","Soc_Bienes_Cult","Soc_Cines_Proy","Soc_Ed_Bachiller","Soc_Ed_Cent_Priv_NoUni","Soc_Ed_Cent_Pub_NoUni","Soc_Ed_CiclosFormat","Soc_Ed_ESO","Soc_Ed_Especial","Soc_Ed_Infantil","Soc_Ed_Primaria","Soc_Ent_Credito","Soc_Mov_Auto_T","Soc_Mov_Est_Cercan","Soc_Mov_Gasolin","Soc_Mov_Hosp_T","Soc_Mov_Lin_Autob","Soc_Mov_Muni_5000_T","Soc_Mov_Turismos_Pub","Soc_Salud_Ambul","Soc_Salud_CentrosS","Soc_Salud_Consult","Soc_Salud_Def_Otras","Soc_Salud_Def_SistCirc","Soc_Salud_Def_SistResp","Soc_Salud_Def_Tumor","Soc_Salud_Discapacidad","Soc_Salud_Farmacia","Soc_Serv_Social_Centros","Soc_Teatros","Soc_Vivienda_Libre","Superficie","Terr_Zonas_Estad_CM"
"2019","P2809300C","093","28093","2-Intermedio",19.76,1063,"NO CUMPLE",95,80,475,3.2,3391.32,8,40982.41,NA,36.7,3.97,0.5,55500,0,4840.8,4881.79,15152,392,"Navacerrada",NA,NA,NA,NA,NA,99.8245386758203,NA,"Navacerrada","34132828093",2.1,2.1,43.71,2972,1493,1479,19.04,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",14.64,127,1,0,0,0,0,2,0,0,0,2,1,2,13.98,0,NA,NA,3,10.086,2,0,0,1,25,25,25,25,170,1,1,0,NA,32.63,"SIERRA CENTRAL"
"2019(P)","P2809300C","093","28093","2-Intermedio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19760.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navacerrada",NA,NA,NA,NA,NA,99.8245386758203,NA,"Navacerrada","34132828093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.98,NA,NA,NA,NA,10.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.63,"SIERRA CENTRAL"
"2020","P2809300C","093","28093","2-Intermedio",20.02,1089,"Capacidad de financiación",62,80.56,319,3.5,3241.67,9,778172.4,17551.54,37.8,4.4,0.43,NA,0.65,3899.09,4677.27,16005,384,"Navacerrada",NA,NA,NA,NA,NA,99.8245386758203,NA,"Navacerrada","34132828093",4,4,43.78,3091,1552,1539,18.83,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",14.23,171,1,0,0,0,0,2,0,0,0,2,1,2,13.98,0,2,NA,3,10.086,NA,NA,0,1,31.58,10.53,5.26,52.63,173,1,1,0,NA,32.63,"SIERRA CENTRAL"
"2021","P2809300C","093","28093","2-Intermedio",17.37,1094,"Capacidad de financiación",90,81.71,492,NA,2863.66,10,540884.98,NA,NA,5.56,1.16,NA,0,5020.41,5561.3,NA,400,"Navacerrada",NA,NA,NA,NA,NA,99.8245386758203,NA,"Navacerrada","34132828093",4.17,4.17,43.82,3220,1611,1609,18.45,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",13.98,-10,1,0,0,0,0,2,0,0,0,2,1,1,13.98,0,2,NA,3,10.086,NA,NA,0,1,32.14,17.86,21.43,28.57,179,1,1,0,NA,32.63,"SIERRA CENTRAL"
"2022","P2809300C","093","28093","2-Intermedio",17.67,1143,NA,237,56.35,543,NA,3447.17,16,NA,NA,NA,4.07,NA,NA,NA,NA,NA,NA,387,"Navacerrada",0,"10.6927007241379",56.5873154678811,30.5057292203952,87.0930446882763,99.8245386758203,0,"Navacerrada","34132828093",-0.06,-0.06,NA,3218,1594,1624,19.27,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",13.46,NA,1,NA,0,0,NA,NA,0,0,0,2,1,NA,13.98,NA,NA,11.944,NA,10.086,NA,NA,0,1,NA,NA,NA,NA,NA,1,1,NA,NA,32.63,"SIERRA CENTRAL"
"2023","P2809300C","093","28093","2-Intermedio",11.46,1195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navacerrada",NA,NA,NA,NA,NA,NA,NA,NA,"34132828093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","P2809400A","094","28094","3-Rural",NA,NA,NA,NA,NA,NA,NA,5005.1,NA,NA,11916.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",NA,NA,40.74,588,316,272,16.67,NA,NA,NA,NA,NA,NA,"501-1.000 hab.",14.46,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.165,0,NA,NA,1,5.205,0,0,NA,NA,NA,75,0,0,NA,NA,NA,NA,NA,12.19,"SIERRA NORTE"
"2002","P2809400A","094","28094","3-Rural",NA,NA,NA,NA,NA,NA,NA,5712.85,NA,NA,12374.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",NA,NA,41.27,599,323,276,16.86,NA,NA,NA,NA,NA,NA,"501-1.000 hab.",12.69,67,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,6.165,0,NA,NA,1,5.205,0,0,NA,NA,NA,28.57,14.29,14.29,NA,NA,NA,NA,NA,12.19,"SIERRA NORTE"
"2003","P2809400A","094","28094","3-Rural",NA,NA,NA,NA,NA,NA,NA,5426.85,NA,NA,13124.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",NA,NA,40.85,663,354,309,15.99,NA,NA,NA,NA,NA,NA,"501-1.000 hab.",12.67,60,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,6.165,0,NA,NA,1,5.205,0,0,NA,NA,NA,40,0,20,NA,NA,NA,NA,NA,12.19,"SIERRA NORTE"
"2004","P2809400A","094","28094","3-Rural",NA,NA,NA,NA,NA,NA,NA,5114.85,NA,NA,13832.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",7.69,7.69,40.19,714,388,326,14.99,NA,NA,NA,NA,NA,NA,"501-1.000 hab.",13.17,54,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,6.165,0,NA,NA,1,5.205,0,0,NA,NA,NA,33.33,33.33,33.33,NA,NA,NA,NA,NA,12.19,"SIERRA NORTE"
"2005","P2809400A","094","28094","3-Rural",NA,NA,NA,NA,NA,NA,NA,5252.6,NA,NA,14491.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",7.6,7.6,39.5,768,421,347,13.8,NA,NA,NA,NA,NA,NA,"501-1.000 hab.",13.54,1,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,6.165,0,NA,NA,1,5.205,0,0,NA,NA,NA,20,0,0,NA,NA,NA,NA,NA,12.19,"SIERRA NORTE"
"2006","P2809400A","094","28094","3-Rural",NA,NA,NA,8,92.98,114,NA,4892.51,NA,NA,14859.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",7.8,7.8,39.04,828,443,385,13.53,NA,NA,NA,NA,NA,NA,"501-1.000 hab.",15.22,64,0,NA,NA,0,0,1,0,0,0,1,0,NA,6.165,0,NA,NA,1,5.205,0,0,NA,NA,NA,20,20,40,NA,NA,NA,NA,NA,12.19,"SIERRA NORTE"
"2007","P2809400A","094","28094","3-Rural",NA,NA,NA,15,85.71,105,NA,4723.29,NA,NA,14921.66,NA,4.17,NA,NA,NA,1318.01,1558.69,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",13.04,13.04,37.9,936,496,440,11.75,NA,NA,NA,NA,NA,NA,"501-1.000 hab.",15.92,110,0,0,NA,0,0,1,0,0,0,1,0,NA,6.165,0,NA,NA,1,5.205,0,0,NA,NA,NA,33.33,0,33.33,NA,NA,NA,NA,NA,12.19,"SIERRA NORTE"
"2008","P2809400A","094","28094","3-Rural",NA,NA,NA,20,87.18,156,NA,4718.96,NA,NA,15112.31,NA,5.87,1.7,NA,NA,1309.16,1452.06,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",11,11,37.42,1039,544,495,11.26,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",15.78,124,0,0,NA,0,0,1,0,0,0,1,0,NA,6.165,0,NA,NA,1,5.205,0,0,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,12.19,"SIERRA NORTE"
"2009","P2809400A","094","28094","3-Rural",NA,NA,NA,15,86.84,114,NA,4457.89,3,NA,14961.37,NA,10.79,4.92,NA,149.12,1772.51,2152.71,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",9.72,9.72,36.58,1140,605,535,10.7,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",17.63,6,0,0,NA,0,0,1,0,0,0,1,0,NA,6.165,0,NA,NA,2,5.205,0,0,NA,NA,NA,20,20,0,NA,NA,NA,NA,NA,12.19,"SIERRA NORTE"
"2010","P2809400A","094","28094","3-Rural",NA,NA,NA,11,89,100,NA,4393.5,3,NA,14731.06,NA,11.89,1.1,NA,28.23,2245.87,2100.22,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",2.54,2.54,36.88,1169,627,542,11.46,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",18.05,50,0,0,NA,0,0,1,0,0,0,1,0,NA,6.165,0,NA,NA,2,5.205,0,0,0,1,20,40,0,40,NA,1,NA,NA,NA,12.19,"SIERRA NORTE"
"2011","P2809400A","094","28094","3-Rural",NA,NA,NA,10,88.51,87,NA,3646.59,3,NA,14875.49,NA,10.2,-1.69,NA,12.05,1671.15,1696.63,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",6.5,6.5,36.81,1245,663,582,10.84,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",17.83,-32,0,0,NA,0,0,1,0,0,0,1,0,NA,6.165,0,NA,NA,2,5.205,0,0,0,1,22.22,22.22,11.11,44.44,NA,1,NA,NA,NA,12.19,"SIERRA NORTE"
"2012","P2809400A","094","28094","3-Rural",NA,NA,NA,14,83.72,86,NA,3667.21,3,NA,14174.46,NA,13.2,3,NA,0,1448.65,1666.52,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",-2.01,-2.01,37.3,1220,651,569,10.66,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",18.28,-11,0,0,NA,0,0,1,0,0,0,1,0,NA,6.165,0,NA,NA,2,5.205,0,0,0,1,16.67,33.33,0,50,46,1,NA,NA,NA,12.19,"SIERRA NORTE"
"2013","P2809400A","094","28094","3-Rural",NA,NA,"cumple",15,80.77,78,NA,3598.53,3,246586.41,14061.92,NA,12.92,-0.28,NA,0,1221.49,1462.62,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",0.25,0.25,37.91,1223,645,578,11.12,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",18.48,-35,0,0,NA,0,0,1,0,0,0,1,0,NA,6.165,0,NA,NA,2,5.205,0,0,0,1,50,50,0,0,48,1,NA,NA,NA,12.19,"SIERRA NORTE"
"2014","P2809400A","094","28094","3-Rural",NA,NA,NA,6,92.31,78,NA,3515.91,3,NA,14077.59,NA,11.64,-1.28,NA,0,NA,NA,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",-2.37,-2.37,38.29,1194,621,573,12.14,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",18.59,-1,0,0,NA,0,0,1,0,0,0,1,0,NA,6.165,0,NA,NA,2,5.205,0,0,NA,NA,50,25,0,25,50,1,NA,NA,NA,12.19,"SIERRA NORTE"
"2015","P2809400A","094","28094","3-Rural",24.62,390,NA,18,85.48,124,3.8,3244.8,3,NA,14383.02,36.4,10.32,-1.32,12431,32.47,1662.61,1838.96,10651,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",0.59,0.59,38.28,1201,620,581,11.82,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",19.07,43,0,0,0,0,0,1,0,0,0,1,0,NA,6.165,0,NA,NA,2,5.205,0,0,0,1,50,25,12.5,12.5,55,1,1,NA,NA,12.19,"SIERRA NORTE"
"2016","P2809400A","094","28094","3-Rural",24.07,403,NA,19,87.97,158,3.9,3351.5,3,NA,14770.99,38.5,11.37,1.05,12297,0,NA,NA,10772,94,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",5.41,5.41,38.76,1266,653,613,12.48,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",18.48,59,0,0,0,0,0,1,0,0,0,1,0,0,6.165,0,NA,NA,2,5.205,0,0,0,1,14.29,28.57,28.57,28.57,66,1,1,NA,NA,12.19,"SIERRA NORTE"
"2017","P2809400A","094","28094","3-Rural",24.88,434,"Cumple",14,91.57,166,3.5,3075.37,3,285430.57,14946.32,35.7,8.66,-2.72,14466,0,1754.69,2040.12,11014,98,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",5.85,5.85,38.84,1340,680,660,11.42,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",17.76,49,0,0,0,0,0,1,0,0,0,1,0,0,6.165,0,0,NA,2,5.205,0,0,0,1,42.86,14.29,28.57,14.29,77,1,1,NA,NA,12.19,"SIERRA NORTE"
"2018","P2809400A","094","28094","3-Rural",25.05,479,"Cumple",37,78.24,170,3.1,3041.52,3,146502.52,15091.75,35.5,8.66,0,15266,0,1727.26,1873.76,11432,100,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",4.25,4.25,38.64,1397,717,680,11.95,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",18.54,49,0,0,0,0,0,1,0,0,0,1,0,0,6.165,0,0,NA,2,5.205,0,0,0,1,40,30,10,20,81,1,1,0,NA,12.19,"SIERRA NORTE"
"2019","P2809400A","094","28094","3-Rural",24.76,525,"Cumple",36,72.73,132,3.3,2992.41,3,-123599.66,NA,34.6,7.25,-1.42,16154,0,1913.1,1789.5,12131,113,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",3.72,3.72,39.06,1449,744,705,12.22,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",17.94,53,0,0,0,0,0,1,0,0,0,1,0,0,6.165,0,NA,NA,2,5.205,0,0,0,1,20,0,40,40,83,1,1,0,NA,12.19,"SIERRA NORTE"
"2019(P)","P2809400A","094","28094","3-Rural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16041.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.165,NA,NA,NA,NA,5.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.19,"SIERRA NORTE"
"2020","P2809400A","094","28094","3-Rural",25.09,534,"Capacidad de financiación",20,78.95,95,3.3,3079.42,3,33102.53,14484.53,34.7,7.35,0.1,NA,0,2303.76,2336.86,12208,107,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",4.28,4.28,39.25,1511,774,737,11.91,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",17.6,81,0,0,0,0,0,1,0,0,0,1,0,0,6.165,0,0,NA,2,5.205,NA,NA,0,1,20,60,10,10,87,1,1,0,NA,12.19,"SIERRA NORTE"
"2021","P2809400A","094","28094","3-Rural",21.5,507,"Necesidad de financiación",10,90.74,108,NA,2915.45,3,-308544.77,NA,NA,8.77,1.43,NA,0,2764.73,2456.19,NA,108,"Navalafuente",NA,NA,NA,NA,NA,0.0768507884308895,NA,"Navalafuente","34132828094",4.1,4.1,39.64,1573,809,764,12.14,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",17.04,5,0,0,0,0,0,1,0,0,0,1,0,0,6.165,0,0,NA,2,5.205,NA,NA,0,1,36.36,9.09,18.18,36.36,99,1,1,0,NA,12.19,"SIERRA NORTE"
"2022","P2809400A","094","28094","3-Rural",25.09,570,NA,58,55.73,131,NA,2732.53,6,NA,NA,NA,6.35,NA,NA,NA,NA,NA,NA,113,"Navalafuente",7,"11.2124734727273",42.6909659501933,33.1064490688976,75.7974150190909,0.0768507884308895,0.246205179656035,"Navalafuente","34132828094",0.06,0.06,NA,1574,810,764,12.71,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",17.73,NA,0,NA,0,0,NA,NA,0,0,0,1,0,NA,6.165,NA,NA,30.813,NA,5.205,NA,NA,0,1,NA,NA,NA,NA,NA,1,1,NA,NA,12.19,"SIERRA NORTE"
"2023","P2809400A","094","28094","3-Rural",16.34,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navalafuente",NA,NA,NA,NA,NA,NA,NA,NA,"34132828094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","P2809500H","095","28095","3-Rural",NA,NA,NA,NA,NA,NA,NA,5110.83,NA,NA,10407.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",NA,NA,38.49,1200,625,575,15.33,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",15.75,73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.371,0,NA,NA,4,6.088,0,0,NA,NA,NA,0,0,60,NA,NA,NA,NA,NA,75.78,"SIERRA SUR"
"2002","P2809500H","095","28095","3-Rural",NA,NA,NA,NA,NA,NA,NA,3845.13,NA,NA,10514.53,NA,NA,NA,NA,NA,899.83,882.71,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",NA,NA,38.4,1356,696,660,14.97,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",15.93,105,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,12.371,0,NA,NA,4,6.088,0,0,NA,NA,NA,33.33,0,33.33,NA,NA,NA,NA,NA,75.78,"SIERRA SUR"
"2003","P2809500H","095","28095","3-Rural",NA,NA,NA,NA,NA,NA,NA,3504.62,NA,NA,11018.74,NA,NA,NA,NA,NA,1249.13,1351.65,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",NA,NA,37.59,1514,813,701,13.87,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",15.98,53,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,12.371,0,NA,NA,4,6.088,1,0,NA,NA,NA,0,27.27,36.36,NA,NA,NA,NA,NA,75.78,"SIERRA SUR"
"2004","P2809500H","095","28095","3-Rural",NA,NA,NA,NA,NA,NA,NA,3778.75,NA,NA,11617.65,NA,NA,NA,NA,NA,1293.02,1349.22,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",5.68,5.68,38.17,1600,849,751,14.56,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",15.63,68,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,12.371,0,NA,NA,4,6.088,0,0,NA,NA,NA,11.11,22.22,33.33,NA,NA,NA,NA,NA,75.78,"SIERRA SUR"
"2005","P2809500H","095","28095","3-Rural",NA,NA,NA,NA,NA,NA,NA,3528.08,NA,NA,12335.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",13.5,13.5,36.92,1816,952,864,12.17,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",16.52,101,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,12.371,0,NA,NA,4,6.088,0,0,NA,NA,NA,20,20,40,NA,NA,NA,NA,NA,75.78,"SIERRA SUR"
"2006","P2809500H","095","28095","3-Rural",NA,NA,NA,18,88.31,154,NA,3224.26,NA,NA,12909.61,NA,NA,NA,NA,NA,1400.01,1584.1,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",11.2,11.2,36.73,2020,1060,960,12.38,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",17.57,86,0,NA,NA,0,0,2,0,0,0,2,1,NA,12.371,0,NA,NA,4,6.088,0,0,NA,NA,NA,33.33,16.67,41.67,NA,NA,NA,NA,NA,75.78,"SIERRA SUR"
"2007","P2809500H","095","28095","3-Rural",NA,NA,NA,11,94.88,215,NA,3869,NA,NA,13247.88,NA,3.45,NA,NA,NA,1809.51,1494.47,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",-0.99,-0.99,35.94,2000,1071,929,10.6,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",18.25,118,0,0,NA,0,0,2,0,0,0,2,1,NA,12.371,0,NA,NA,4,6.088,0,0,NA,NA,NA,16.67,0,16.67,NA,NA,NA,NA,NA,75.78,"SIERRA SUR"
"2008","P2809500H","095","28095","3-Rural",NA,NA,NA,16,91.35,185,NA,3997.22,NA,NA,13583.61,NA,4.03,0.58,NA,NA,1657.52,1794.42,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",8.05,8.05,35.9,2161,1151,1010,10,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",18.42,134,0,0,NA,0,0,2,0,0,0,2,1,NA,12.371,0,NA,NA,3,6.088,0,0,NA,NA,NA,15.38,15.38,46.15,NA,NA,NA,NA,NA,75.78,"SIERRA SUR"
"2009","P2809500H","095","28095","3-Rural",NA,NA,NA,16,89.68,155,NA,3997.4,1,NA,13528.97,NA,7.33,3.3,NA,35.13,2069.36,2140.87,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",6.71,6.71,35.56,2306,1230,1076,9.28,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",18.6,50,0,0,NA,0,0,2,0,0,0,2,1,NA,12.371,0,NA,NA,3,6.088,0,0,NA,NA,NA,18.18,18.18,36.36,NA,NA,NA,NA,NA,75.78,"SIERRA SUR"
"2010","P2809500H","095","28095","3-Rural",NA,NA,NA,13,94.17,223,NA,3586.66,1,NA,13369.62,NA,9.44,2.11,NA,34.41,2172.36,2567.38,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",3.34,3.34,35.47,2383,1268,1115,10.11,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",19.81,-20,0,0,NA,0,0,2,0,0,0,2,1,NA,12.371,0,NA,NA,3,6.088,1,0,0,1,23.08,30.77,7.69,38.46,NA,1,NA,NA,NA,75.78,"SIERRA SUR"
"2011","P2809500H","095","28095","3-Rural",NA,NA,NA,11,95.18,228,NA,3555.13,1,NA,13480.53,NA,9.97,0.53,NA,126.74,2469.71,2397.68,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",-0.67,-0.67,36.04,2367,1236,1131,10.6,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",19.52,50,0,0,NA,0,0,2,0,0,0,2,1,NA,12.371,0,NA,NA,3,6.088,1,0,0,1,40,13.33,26.67,20,NA,1,NA,NA,NA,75.78,"SIERRA SUR"
"2012","P2809500H","095","28095","3-Rural",NA,NA,NA,25,88.48,217,NA,3454.01,1,NA,12898.43,NA,10.45,0.48,NA,83.61,2637.9,2542.61,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",1.06,1.06,36.45,2392,1253,1139,10.54,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",19.06,27,0,0,NA,0,0,2,0,0,0,2,1,NA,12.371,0,NA,NA,3,6.088,1,0,0,1,20,30,0,50,68,1,NA,NA,NA,75.78,"SIERRA SUR"
"2013","P2809500H","095","28095","3-Rural",NA,NA,"cumple",17,90.23,174,NA,3333.33,1,165919.43,12824.79,NA,10.02,-0.44,NA,73.48,1723.62,1873.76,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",1.84,1.84,36.98,2436,1277,1159,11.08,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",19.05,36,0,0,NA,0,0,2,0,0,0,2,1,NA,12.371,0,NA,NA,3,6.088,1,0,0,1,57.14,14.29,14.29,14.29,75,1,NA,NA,NA,75.78,"SIERRA SUR"
"2014","P2809500H","095","28095","3-Rural",NA,NA,"NO CUMPLE",12,94.37,213,NA,3179.72,1,-122707.06,12754.96,NA,10.87,0.86,NA,66.94,1819.88,1681.03,NA,NA,"Navalagamella",NA,NA,NA,NA,NA,99.5072370299567,NA,"Navalagamella","34132828095",1.19,1.19,37.36,2465,1288,1177,11.4,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",18.78,7,0,0,NA,0,0,2,0,0,0,2,1,NA,12.371,0,NA,NA,3,6.088,1,0,NA,NA,14.29,35.71,14.29,35.71,78,1,NA,NA,NA,75.78,"SIERRA SUR"
